FIRE_ID,FIRE_NAME,YEAR,ACRES,latitude,longitude
CA4161412365820080621,SISKIYOU-BLUE 2 COMPLEX (BLUE 2),2008,100823.0,41.58306805644256,-123.67968786755432
CA4076312356020080620,HELLS HALF FIRE (HALF),2008,14873.0,40.76222514467838,-123.55637905654125
CA4021212322720080621,MAD RIVER COMPLEX (BONANZA),2008,1503.0,40.21996907667632,-123.2174378644957
CA3976512124820080622,CANYON COMPLEX (LITTLE),2008,1617.0,39.76439874081368,-121.24799859859604
CA3975512133920080621,CANYON COMPLEX (FOUR MILE),2008,2873.0,39.75503618483797,-121.33802329749027
CA3972212119120080621,CANYON COMPLEX (SCOTCH),2008,26418.0,39.7145223238526,-121.21849263252642
CA3983512080720080621,CANYON COMPLEX (COLD),2008,5953.0,39.83784422120233,-120.80248087509318
CA4004012113720080729,RICH,2008,6680.0,40.03801214540835,-121.13652843429973
CA4071412316220080621,IRON AND ALPS COMPLEXES (EAGLE),2008,32397.0,40.7158219092545,-123.159449967085
CA4086912347920080621,IRON AND ALPS COMPLEXES (ZEIGLER),2008,2450.0,40.867913692810895,-123.47867184640853
CA4074912336120080621,IRON AND ALPS COMPLEXES (CEDAR),2008,25277.0,40.749958709363675,-123.37043622279961
CA4063712326820080621,LIME COMPLEX (MINERS),2008,25680.0,40.634955020660264,-123.2771944191196
CA4042112309620080620,LIME COMPLEX (TELEPHONE),2008,7312.0,40.41969717650948,-123.09939072148237
CA4009612297920080621,YOLLA BOLLY COMPLEX (IRON),2008,94888.0,40.09475750424675,-122.97680801448487
CA4032512290520080621,LIME COMPLEX (NOBLE),2008,12934.0,40.32284448783442,-122.90363850412176
CA4018512311920080621,YOLLA BOLLY COMPLEX (TROUGH),2008,3920.0,40.186076319566006,-123.11780243399171
CA4049512341220080620,LIME COMPLEX (LIME),2008,27234.0,40.50331128591192,-123.40750634473437
CA4082312342420080621,IRON AND ALPS COMPLEXES (IRONSIDE),2008,13001.0,40.82162855150968,-123.41947736285552
CA4107312329420080621,IRON AND ALPS COMPLEXES (CAREY),2008,4022.0,41.076069142240996,-123.28841795068294
CA4048812292220080621,LIME COMPLEX (DEADSHOT),2008,1120.0,40.48892826174725,-122.92246961775888
CA4045212284620080621,SHU LIGHTNING COMPLEX (DEERLICK),2008,13605.0,40.45064556877376,-122.83524880990893
CA4065912351320080621,LIME COMPLEX (SLIDE),2008,1223.0,40.65945987047616,-123.51247508784054
CA4083712326320080621,IRON AND ALPS COMPLEXES (BUCKHORN),2008,29446.0,40.830485704847376,-123.25849975507738
CA4069812251020080622,SHU LIGHTNING COMPLEX (MOTION),2008,29346.0,40.69294399660312,-122.50268185100465
CA4038012294620080907,GULCH,2008,3133.0,40.381037426467785,-122.94733347405386
CA4078712209120080621,SHU LIGHTNING COMPLEX (STEIN),2008,1269.0,40.78615596249763,-122.09074586895547
CA3749911974020080621,OLIVER,2008,2855.0,37.4976467075859,-119.74154760542076
CA3789911989720080621,NORTH MOUNTAIN,2008,2805.0,37.90740324965483,-119.89030561925121
CA3760712001520080725,TELEGRAPH,2008,33479.0,37.59853981516564,-120.007883256729
CA3935012076620080621,YUBA RIVER COMPLEX (SCOTCHMAN),2008,1206.0,39.3493459764906,-120.76465313664293
CA3937612069620080621,YUBA RIVER COMPLEX (FALL),2008,2088.0,39.374250196947536,-120.69988346314712
CA3920812059620080621,AMERICAN RIVER COMPLEX (GOVERNMENT),2008,20709.0,39.20788520450201,-120.60002433182295
CA4181112153020080817,JACK,2008,6062.0,41.810356054209855,-121.52977379387656
CA3694111881120080719,TEHIPITE,2008,12205.0,36.946535521716214,-118.80957178978484
CA3660311882920080910,HIDDEN,2008,3703.0,36.60476364894421,-118.82981556423512
CA3678011865020081017,CEDAR BLUFFS,2008,1065.0,36.77967271255802,-118.64861518008095
CA3755311966920080409,WAWONA NW,2008,1133.0,37.5525287426456,-119.66443182878626
CA3582312079520080606,UNNAMED,2008,6738.0,35.80523822425241,-120.79687656351186
CA3597712130220080606,UNNAMED,2008,2849.0,35.97546699587325,-121.30472363610959
CA3597412126720080809,UNNAMED,2008,1220.0,35.97659656975244,-121.26570249024492
CA3603411887520080826,UNNAMED,2008,1676.0,36.02937377582279,-118.89986389748228
CA4134912330820080620,BEAR WALLOW COMPLEX (UKONOM),2008,40029.0,41.36560059978859,-123.28775691179948
CA3926312332020080704,MEU LIGHTNING COMPLEX (JACK SMITH),2008,1071.0,39.26351605841685,-123.32207961142048
NV3970811998620081026,PETERSON,2008,1242.0,39.72519069339973,-119.99724195007045
CA3713812144820081122,KELLY CABIN,2008,1411.0,37.13807730495484,-121.45123831417396
