FIRE_ID,FIRE_NAME,YEAR,ACRES
NV3883111416720130701,BLACK,2013,4798.0
FL3021708500920130315,UNNAMED,2013,1515.0
FL3025708487820130316,BURN UNIT 11,2013,4851.0
MO3712009118820130405,THORNY CREEK,2013,2143.0
MO3712009119720130413,MILL BUZZARD RX,2013,973.0
MO3708209107720130412,UNNAMED,2013,2963.0
IL3751508845320130403,UNNAMED,2013,1203.0
LA3211109288220130306,UNNAMED,2013,1277.0
IL3761908858120130405,UNNAMED,2013,651.0
KY3696308813020130407,UNNAMED,2013,1167.0
LA3144209296620130307,UNNAMED,2013,1612.0
LA3161209254420130310,UNNAMED,2013,2381.0
TX3131209371220130315,UNNAMED,2013,2013.0
LA3174009246520130330,UNNAMED,2013,830.0
TX3047009515020130216,UNNAMED,2013,1559.0
OR4515911997920130510,121,2013,1158.0
OR4480712141020130515,MUDDY RUN UB,2013,1433.0
LA3109009257020130421,UNNAMED,2013,1391.0
WA4729912010620130727,COLOCKUM TARPS,2013,79279.0
MO3784209108220130315,UNNAMED,2013,820.0
WA4822512060220130728,MOORE POINT,2013,1441.0
MO3781709101620130405,UNNAMED,2013,1196.0
LA3143809320520130426,UNNAMED,2013,1309.0
LA3144909313620130426,UNNAMED,2013,1247.0
LA3209709286220130430,UNNAMED,2013,843.0
LA3137809312320130506,UNNAMED,2013,1231.0
WA4701412103420130809,MANASTASH RIDGE,2013,1534.0
WA4765212058420130819,EAGLE,2013,1573.0
LA3144909313620130506,UNNAMED,2013,1788.0
LA3178609261920130508,UNNAMED,2013,1469.0
LA3109009257020130509,UNNAMED,2013,951.0
WA4599612064920130724,MILE MARKER 28,2013,25605.0
AR3601409222520130421,UNNAMED,2013,1883.0
LA3175109252520130509,UNNAMED,2013,1161.0
LA3112009264020130510,UNNAMED,2013,792.0
WA4651612128520130809,CONRAD LAKE,2013,1106.0
OR4551712135520130816,GOVERNMENT FLATS COMPLEX,2013,10993.0
AR3597709221120130422,UNNAMED,2013,935.0
MO3693809064420130327,UNNAMED,2013,3313.0
LA3105909295220131211,UNNAMED,2013,1154.0
MO3694509059920130412,UNNAMED,2013,839.0
LA3105109296520131211,UNNAMED,2013,3430.0
LA3104009313020131213,UNNAMED,2013,611.0
LA3105309307520131217,UNNAMED,2013,1244.0
LA3106509288820131218,UNNAMED,2013,5381.0
LA3101409295120131219,UNNAMED,2013,996.0
LA3100709295420130202,UNNAMED,2013,1186.0
LA3101009302020130125,UNNAMED,2013,2167.0
MO3688409120420130412,UNNAMED,2013,972.0
LA3101009302020130402,UNNAMED,2013,1009.0
OR4450012161420130731,GREEN RIDGE,2013,1737.0
AK6027615391520130627,CURRANT CREEK,2013,1986.0
AK6104215418920130618,KRISTIN CREEK,2013,16076.0
AK6393915220320130622,BEAVER LOG LAKES,2013,62239.0
FL2928608171420130302,HOPKINS PRAIRIE,2013,2078.0
FL2944208181020130110,UNNAMED,2013,554.0
FL2948008182020130227,UNNAMED,2013,921.0
FL2941508179620130508,UNNAMED,2013,882.0
FL2902008159020130508,UNNAMED,2013,1851.0
MT4677211425120130818,SCHOOLHOUSE,2013,8484.0
MT4674711435120130818,WEST FORK 2,2013,2438.0
ID4540311621420130712,ROUGH CREEK,2013,2730.0
ID4633711602720130818,INCENDIARY CREEK,2013,1291.0
MT4721411494320130714,WEST MULLAN,2013,6455.0
MT4717911397520130727,FIRESTONE,2013,1663.0
FL2925008175020130509,BLOCKS A B,2013,948.0
MT4767511333320130811,DAMNATION,2013,7296.0
MT4607711363820130716,MOOSE MEADOWS,2013,3449.0
ID4626611489220130714,BAILEY,2013,2102.0
MT4780411300920130718,RED SHALE,2013,13712.0
ID4562711506620130714,LAKE,2013,5468.0
ID4557211499520130801,CENTER,2013,1543.0
AR3603409234220130314,UNNAMED,2013,743.0
ID4631911498620130718,CALIFORNIA POINT,2013,8187.0
AR3570009286920130411,UNNAMED,2013,3499.0
AR3571209290720130326,UNNAMED,2013,3063.0
MT4565711478020130716,GOLD PAN COMPLEX,2013,43216.0
AR3572609292920130312,UNNAMED,2013,4912.0
AR3559009331920130327,UNNAMED,2013,1843.0
AR3614109250020130306,LOWER WILDERNESS RX,2013,8699.0
AR3608809248420130308,SLICK ROCK HOLLOW,2013,1218.0
FL3021308450620131029,UNNAMED,2013,6269.0
FL3030708446920131213,BURN UNIT 246,2013,1330.0
FL3017608463520131203,UNNAMED,2013,958.0
CA3785712008620130817,RIM,2013,257084.0
FL3037308458320131218,UNNAMED,2013,1126.0
OR4481412123520130720,SUNNYSIDE TURNOFF,2013,50028.0
AZ3149011031020130301,T2 BLACKTAIL AND MIKE BURN BLOCKS,2013,1843.0
AZ3157111043720130324,UNNAMED,2013,1308.0
MT4819710878620131119,PEOPLES CREEK,2013,1623.0
MT4712010805220130423,1 TIN CAN HILL UNIT G RX NW LP-2,2013,1761.0
WI4663409125520130524,UNNAMED,2013,2240.0
AR3565309387220130315,UNNAMED,2013,2545.0
MN4726009423620130507,UNNAMED,2013,958.0
MN4797009546320130513,RIVER ROAD,2013,1803.0
AR3573709373420130314,UNNAMED,2013,7804.0
VA3847507913320130427,UNNAMED,2013,4687.0
AR3568609363220130312,UNNAMED,2013,2071.0
FL2850808064820130617,FLMIR-FY2013-RX-COMPARTMENT 9-1,2013,1517.0
FL2942208173320130618,UNNAMED,2013,704.0
MT4548111089520130816,MINER PARADISE COMPLEX,2013,12210.0
FL2902408153620130619,STARK SOUTH,2013,544.0
FL2901008156020130625,UNNAMED,2013,1038.0
FL2898008155020130717,UNNAMED,2013,572.0
FL2933008173020130726,UNNAMED,2013,1279.0
AR3466909345220130217,UNNAMED,2013,1696.0
IN3893208540120130401,NON-WUI HAZARD FUELS PRESCRIBED FIRE,2013,934.0
AR3465909342720130217,UNNAMED,2013,564.0
FL2906008159020131218,UNNAMED,2013,949.0
LA3148409309620130228,UNNAMED,2013,1356.0
LA3149809304220130228,UNNAMED,2013,1477.0
AR3463709341420130307,UNNAMED,2013,1981.0
LA3151009301520130228,UNNAMED,2013,4440.0
AR3465909444320130502,UNNAMED,2013,888.0
FL2932008179120130612,UNNAMED,2013,2516.0
SC3456708018920130301,SCCRR-FY13-RX-COMP-15,2013,638.0
AR3473809428020130424,UNNAMED,2013,1063.0
SC3453008168020130329,UNNAMED,2013,606.0
SC3451608143320130315,UNNAMED,2013,2274.0
SC3463008166020130403,UNNAMED,2013,1746.0
SC3438008153020130407,UNNAMED,2013,1897.0
SC3455008176020130408,UNNAMED,2013,2237.0
LA3098009319020130312,UNNAMED,2013,1407.0
LA3093509318520131203,UNNAMED,2013,511.0
OK3449109702920130217,HUNTING RX FY13,2013,1367.0
GA3469608338820130327,UNNAMED,2013,1753.0
NC3531508333520130410,UNNAMED,2013,884.0
ID4321511470020130728,FIR GROVE,2013,7133.0
ID4345711455020130807,BEAVER CREEK,2013,111286.0
SC3491008307120130422,UNNAMED,2013,603.0
ID4210911463320130701,POINTE,2013,3059.0
VA3812107982620130422,UNNAMED,2013,1026.0
NV4188211609920130716,CATTLE GUARD,2013,3991.0
ID4520011474120130708,PAPOOSE,2013,10052.0
ID4235011523620130716,HORSE BUTTE 2,2013,5326.0
ID4423611540120130716,RIDGE,2013,5034.0
ID4497911525820130719,THUNDER CITY,2013,12562.0
ID4452811445820130720,LODGEPOLE,2013,22406.0
NC3572808220620130322,LOST BEAR EAST,2013,2167.0
NC3571708222420130308,LOST BEAR WEST,2013,565.0
ID4523311513120130813,SILVER,2013,1258.0
TN3605708268520130410,DAVIS CREEK,2013,1616.0
ID4514711504320130830,COXEY,2013,1082.0
TN3658308181620130409,TANK HOLLOW,2013,1340.0
ID4388711518020130817,LITTLE QUEENS,2013,27550.0
ID4355711510020130824,KELLEY,2013,16291.0
ID4379911505820130703,LEGGIT,2013,1150.0
ID4376811602520130715,PINE CREEK,2013,3364.0
ID4291211546620130716,BROWNS GULCH,2013,4495.0
NC3535608307420130403,UNNAMED,2013,617.0
NV4118111620820130716,WIELAND,2013,3096.0
NV4140911643520130817,RED COW,2013,16908.0
TN3651708205120130321,UNNAMED,2013,588.0
TN3648308201720130408,UNNAMED,2013,1375.0
VA3686508246320130423,UNNAMED,2013,940.0
NV4125911609620130820,WATERPIPE,2013,3210.0
KY3712408347320130415,UNNAMED,2013,1226.0
KY3678208445620130314,UNNAMED,2013,3940.0
ID4297811589920130801,CRANE FALLS,2013,1009.0
ID4299511589420130808,AIR,2013,3360.0
TN3533408408020130317,MCINTYRE-A,2013,2695.0
ID4355611604320130806,HILL TOP,2013,1091.0
ID4342011485220130807,MCCAN,2013,22874.0
ID4329411554820130809,PONY COMPLEX,2013,148188.0
AR3548609277020130308,UNNAMED,2013,1195.0
MO3663609373520130315,ROCK CREEK RX,2013,1888.0
ID4334011550020130809,ELK COMPLEX,2013,129565.0
AL3436508726720130308,UNNAMED,2013,1080.0
AL3431708727120130309,UNNAMED,2013,987.0
NV3964811658420130609,FERGUSON,2013,1232.0
NV4003011445220130701,NORTH CREEK,2013,1274.0
AL3434908732120130314,UNNAMED,2013,1845.0
NV4052111560220130719,SMITH RANCH,2013,2937.0
AL3431708733920130316,UNNAMED,2013,659.0
AL3439808750520130320,UNNAMED,2013,1075.0
MS3128609101820130301,UNNAMED,2013,1108.0
MS3137609086320130305,UNNAMED,2013,1276.0
MS3132009092820130309,UNNAMED,2013,4768.0
MS3144809101320130320,UNNAMED,2013,1995.0
MS3143209105120130313,UNNAMED,2013,1175.0
NV4007011490520130808,SNOW CREEK,2013,1295.0
NV4034411693620130630,GOAT PEAK,2013,2029.0
AR3483609400820130316,UNNAMED,2013,2274.0
MS3140409096820130316,UNNAMED,2013,1482.0
MS3139309102520130317,UNNAMED,2013,836.0
MS3140509107620130329,UNNAMED,2013,601.0
NV3887711778720130818,CHESTNUT,2013,4040.0
NV3826311825020130818,SPRING PEAK,2013,13901.0
OR4261412376020130726,BIG WINDY COMPLEX,2013,28911.0
OR4292312275720130726,WHISKEY,2013,16509.0
OR4304512272320130726,BUCKEYE,2013,1785.0
OR4261812347620130726,BRIMSTONE FIRE,2013,2444.0
AR3479509408620130303,UNNAMED,2013,5233.0
OR4236712381420130726,LABRADOR,2013,2108.0
CA3727911931820130722,ASPEN,2013,23564.0
AR3481609413020130505,UNNAMED,2013,1998.0
CA3755011992320130616,CARSTENS,2013,1733.0
AR3480909407420130513,UNNAMED,2013,687.0
KY3680808453320130410,UNNAMED,2013,1163.0
NV3887811956120130704,BISON,2013,23611.0
OR4273212351520130726,DADS,2013,25216.0
CA3824712003420130805,POWER,2013,1181.0
CA3911912064620130810,AMERICAN,2013,27938.0
NV3886411540020130705,WHITE PINE,2013,1295.0
NV3907111617420130629,WILLOW CREEK,2013,4051.0
CA3620811844420130823,FISH,2013,2141.0
OR4285712358520130726,NORTH RABBIT,2013,25085.0
AL3294608734420130313,UNNAMED,2013,971.0
CA4133312337620130731,BUTLER,2013,24058.0
CA4130012313520130731,SALMON RIVER COMPLEX,2013,14959.0
CA4103512348820130810,CORRAL COMPLEX,2013,13595.0
CA4018812160120130501,PANTHER,2013,7229.0
CA4002112187220130823,DEER,2013,11870.0
AR3482209305720130417,UNNAMED,2013,4461.0
OR4227712129020130507,UNNAMED,2013,1571.0
AR3484109309820130423,UNNAMED,2013,603.0
CA3944512141720130816,SWEDES,2013,2718.0
AL3295608733020130301,UNNAMED,2013,820.0
CA3420011896420130502,SPRINGS,2013,24042.0
CA3459511843720130530,POWERHOUSE,2013,32329.0
CA3790512187420130908,MORGAN,2013,3029.0
MS3436008927220130308,CYPRESS CEMETERY RX BURN,2013,805.0
CA3481811891020130515,GRAND,2013,4526.0
CA3454311980320130527,WHITE,2013,2033.0
MS3391408892220130217,UNNAMED,2013,1822.0
CA3394511686920130501,SUMMIT,2013,3319.0
MS3449708937620130309,MIDWAY CEM PRESCRIBED BURN,2013,2513.0
MS3468808931720130309,UNNAMED,2013,2848.0
CA3400311682420130609,HATHAWAY,2013,3859.0
CA3391811691120130807,SILVER,2013,20863.0
CA3312611651920130523,FELIPE,2013,2961.0
CA3306911654520130526,GENERAL,2013,1431.0
CA3305611654820130706,CHARIOT,2013,7250.0
CA3370511672620130715,MOUNTAIN,2013,28202.0
CA4033512251120130909,CLOVER,2013,8267.0
CA3881312282620131122,MCCABE,2013,3330.0
CA3361811742120130805,FALLS,2013,1577.0
CA3337411729920131005,DELUZ,2013,2358.0
NV3620411570220130701,CARPENTER 1,2013,27879.0
NV3721611485020130705,GREGERSON,2013,2994.0
MS3442708934420130314,PUSKUS LAKE,2013,2271.0
MS3401608894120130317,UNNAMED,2013,738.0
MS3396008980320130327,C-132,2013,889.0
AZ3589811315620130801,PROSPECT,2013,1254.0
AZ3641611351820130702,DEWDROP,2013,1297.0
UT4182011233920130708,THIRTY TWO,2013,1114.0
MT4482411189420130812,EUREKA,2013,6213.0
MS3392008886220130315,UNNAMED,2013,1071.0
AZ3473611239020130430,PERKINSVILLE,2013,1555.0
AZ3459511259620130618,DOCE,2013,6858.0
AL3372408562220130202,UNNAMED,2013,1320.0
AL3340308593520130217,UNNAMED,2013,2667.0
AL3382108557320130124,UNNAMED,2013,837.0
AL3339508597420130220,UNNAMED,2013,606.0
AZ3422811279120130628,YARNELL HILL,2013,7947.0
AZ3453511283420130815,EASTWOOD MESA,2013,3729.0
UT4151911370320130720,PLAYGROUND,2013,3110.0
UT4197511236920130808,STATE,2013,31011.0
WY4368810966320130830,BURROUGHS,2013,1663.0
AZ3676111223020130912,COOPER FIRE FY13,2013,1168.0
AZ3659711232020130912,CASTLE FIRE FY13,2013,1300.0
AZ3591311201420130726,SKINNER,2013,1482.0
WY4273810886420130722,FAIRFIELD,2013,1457.0
WY4395910974120130720,HARDLUCK,2013,25911.0
AL3267208705620130303,UNNAMED,2013,1294.0
WY4486210829520130412,BIG FORK,2013,1090.0
NM3571510568020130530,TRES LAGUNAS,2013,5832.0
AZ3596311382420130701,BEAVER,2013,6751.0
NM3591110572720130610,JAROSO,2013,9529.0
NM3635110502720130613,WHITES PEAK,2013,1216.0
AZ3320510963220130507,THREE-IN-ONE RX-BURN,2013,3521.0
NM3589210662020130531,THOMPSON RIDGE,2013,21077.0
AR3504009390820130416,UNNAMED,2013,760.0
AR3503809381820130328,UNNAMED,2013,4719.0
AZ3343510971420130513,PINE SALT,2013,13696.0
AL3375708552920130127,UNNAMED,2013,6320.0
WY4458611055120130814,ALUM,2013,7084.0
WY4434311031120130814,ALDER,2013,3261.0
AZ3300611018420130514,BLACKROCK,2013,1627.0
AL3368008562520130304,UNNAMED,2013,2777.0
AZ3310111008020130530,BEETOWN,2013,1225.0
WY4444011029620131001,FY13 YELL WFU INCIDENTS,2013,2125.0
AL3381308549820130314,UNNAMED,2013,2611.0
ID4277311180620130805,MABEY,2013,1183.0
AZ3328610958720130607,FOURMILE,2013,12960.0
UT4164511180820130811,MILLVILLE,2013,2934.0
AZ3339910989520130616,CREEK,2013,16120.0
UT4003811267220130629,WILDFLOWER,2013,1708.0
UT4034111267020130810,PATCH SPRINGS,2013,29562.0
AL3276008703020130422,UNNAMED,2013,4279.0
AL3315608618920130513,UNNAMED,2013,771.0
UT4078411140920130813,ROCKPORT,2013,2018.0
UT3976811230220130815,222,2013,1657.0
UT3858711284620130628,ANTELOPE,2013,5515.0
UT3816611289120130702,BLACK MOUNTAIN,2013,4603.0
GA3481008417220130407,UNNAMED,2013,927.0
GA3489708469420130408,UNNAMED,2013,949.0
CO3745910490420130619,EAST PEAK,2013,10082.0
CO3901210474920130611,BLACK FOREST,2013,11885.0
TN3526608411420130409,BEAVER DAM,2013,4336.0
GA3472208414120130409,UNNAMED,2013,1637.0
CO3845410535020130611,ROYAL GORGE,2013,3290.0
NC3510308386820130409,UNNAMED,2013,1109.0
GA3476708379720130410,UNNAMED,2013,1998.0
AZ3143511076720130517,SOLDIER BASIN,2013,11052.0
AZ3163711164220130707,COYOTE,2013,1493.0
AZ3511911386220130629,DEAN PEAK,2013,5846.0
CO3975310887720130619,WILD ROSE,2013,1153.0
CO4028410821720130721,CITADEL,2013,1894.0
CO3746210694320130605,WEST FORK COMPLEX,2013,18775.0
CO3758810686320130605,WEST FORK COMPLEX - EAST ZONE,2013,34441.0
CO4051910728920130817,COG,2013,1035.0
CO4056810518720130315,GALENA FIRE,2013,1319.0
NM3288810780920130607,SILVER,2013,137884.0
CO3769910713620130605,PAPOOSE,2013,46991.0
CO3743010682020130927,UNNAMED,2013,1327.0
LA3293009293620130308,UNNAMED,2013,648.0
LA3289409294020130302,UNNAMED,2013,624.0
KS3747809681320130603,UNNAMED,2013,2970.0
KS3787409668920130830,UNNAMED,2013,1260.0
KS3782409695720130603,UNNAMED,2013,2109.0
FL2621908080320130125,FY13 DUDDA SHOP,2013,4329.0
MO3718009106020130327,UNNAMED,2013,637.0
AK6904616156420130620,ARCHIMEDES,2013,1004.0
AK6340514152420130625,LADUE FORK,2013,7517.0
AK6251014141420130531,CHISANA RIVER,2013,44397.0
AK6905015615020130620,AWUNA RIVER 1,2013,1135.0
AK6906715636720130620,COLVILLE,2013,1043.0
AK6317414196120130531,BITTER CREEK,2013,1947.0
AK6376614169520130627,BIG TIMBER CREEK,2013,8745.0
AK6328614244520130625,TETLIN JCT RIDGE,2013,18530.0
FL2536908064920130312,HID EAST,2013,1535.0
MO3729909157020130412,UNNAMED,2013,942.0
MO3704909120220130327,UNNAMED,2013,835.0
FL2545608036420130403,117 328 FFS,2013,999.0
AR3495909392720130307,UNNAMED,2013,9385.0
